type,rd_percentage,pause,rd_mapped,bandwidth_mean,bandwidth_std,bandwidth_min,bandwidth_max,measured_frequency,latency_mean,latency_std,latency_min,latency_max,bandwidth_smooth,latency_smooth
DDR4-2666,76,25,82,237368.37814106912,64.72111087796169,237322.61340468138,237414.14287745685,3.0,279.906,0.0,279.906,279.906,237544.45033066324,279.55677622377686
DDR4-2666,76,30,82,237339.61440917515,51.30935977890977,237303.33321293714,237375.89560541316,3.0,274.909,0.0,274.909,274.909,237581.2988594814,279.16051981352047
DDR4-2666,76,35,82,237385.29127322102,56.97163686792552,237345.0062424564,237425.5763039856,3.0,274.909,0.0,274.909,274.909,237517.03930003618,277.68135198135263
DDR4-2666,76,40,82,237806.74708396662,251.5143770512608,237628.89956238779,237984.59460554548,3.0,274.909,0.0,274.909,274.909,237435.92101758491,275.52646853146916
DDR4-2666,76,45,82,237392.20136319683,241.6897638072112,237221.30089226537,237563.10183412826,3.0,274.909,0.0,274.909,274.909,237383.84562330085,273.977235431236
DDR4-2666,76,50,82,237295.4266059394,228.28659204371593,237134.0036086513,237456.84960322746,3.0,274.909,0.0,274.909,274.909,237338.71468490758,273.48805361305415
DDR4-2666,76,55,82,237151.0178920225,285.74593060554315,236948.96500679487,237353.07077725016,3.0,274.91,0.0,274.91,274.91,237239.5507192983,272.9289813519819
DDR4-2666,76,60,82,237063.44924053806,252.20742773058785,236885.11165812414,237241.78682295195,3.0,269.912,0.0,269.912,269.912,237151.33023798274,272.31181118881176
DDR4-2666,76,65,82,237090.3654711377,160.29241456033108,236977.0216178293,237203.70932444604,3.0,269.912,0.0,269.912,269.912,237136.62663034184,271.6478951048957
DDR4-2666,76,70,82,237088.62666572363,58.007000510047426,237047.60952230668,237129.64380914057,3.0,269.912,0.0,269.912,269.912,237163.32309483332,271.06571794871854
DDR4-2666,76,80,82,236949.4384800028,53.632531309614784,236911.51455342158,236987.36240658406,3.0,269.913,0.0,269.913,269.913,239555.41589185462,275.31794172494233
DDR4-2666,76,90,82,237119.41418109785,214.05845723008665,236968.05199442012,237270.77636777557,3.0,269.913,0.0,269.913,269.913,239065.08693174005,271.25255011655065
DDR4-2666,76,100,82,236916.64742261433,69.92675567313037,236867.2017394915,236966.09310573718,3.0,264.915,0.0,264.915,264.915,236438.18304412867,261.0947156177162
DDR4-2666,76,120,82,235920.1474163804,121.30362736283679,235834.3727988896,236005.92203387117,3.0,259.919,0.0,259.919,259.919,231451.199036401,244.7625687645693
DDR4-2666,76,140,82,235210.5962367951,258.2379939704685,235027.99440009857,235393.19807349163,3.0,249.923,0.0,249.923,249.923,224842.269777517,225.55300932400985
DDR4-2666,76,160,82,204974.53750463005,478.3508947118898,204636.29234319262,205312.78266606748,3.0,174.96,0.0,174.96,174.96,215254.06346328594,203.7336573426578
DDR4-2666,76,180,82,200255.82632303343,222.49323187958728,200098.49985000325,200413.15279606357,3.0,169.962,0.0,169.962,169.962,202903.5013101968,181.80915151515194
DDR4-2666,76,200,82,189460.48448090698,18.590026945400645,189447.33934679144,189473.6296150225,3.0,159.966,0.0,159.966,159.966,188329.1865728005,162.4006573426577
DDR4-2666,76,220,82,178006.1211622217,167.9492603127012,177887.36310135934,178124.8792230841,3.0,154.968,0.0,154.968,154.968,173087.29445693444,146.765976689977
DDR4-2666,76,260,82,156816.3491743597,42.89700072103294,156786.0164142573,156846.6819344621,3.0,139.973,0.0,139.973,139.973,158121.18096927257,137.94640792540824
DDR4-2666,76,300,82,141695.21140980104,20.32952822730212,141680.8362625332,141709.5865570689,3.0,134.974,0.0,134.974,134.974,143954.0592968043,136.4424428904432
DDR4-2666,76,340,82,127035.43047104997,8.537664972072601,127029.39343025272,127041.46751184722,3.0,129.976,0.0,129.976,129.976,127466.49774421751,130.2206620046623
DDR4-2666,76,380,82,114660.92441400557,104.41792849978053,114587.08978868592,114734.7590393252,3.0,124.97700000000002,0.0,124.977,124.977,111962.15240972655,125.79309324009353
DDR4-2666,76,450,82,98170.22393940079,23.142372807126396,98153.85981065613,98186.58806814546,3.0,124.978,0.0,124.978,124.978,97738.68732544857,123.04338694638722
DDR4-2666,76,550,82,81468.24803712603,21.08430633109625,81453.3391811427,81483.15689310936,3.0,119.979,0.0,119.979,119.979,85633.95547270303,121.73841724941751
DDR4-2666,76,600,82,75120.62504682693,16.489872108702915,75108.96494643798,75132.2851472159,3.0,119.979,0.0,119.979,119.979,75390.411092061,120.04887645687671
DDR4-2666,76,700,82,64997.42268319974,3.9582402255406244,64994.6237846947,65000.22158170478,3.0,119.979,0.0,119.979,119.979,65966.2919547691,118.75546853146878
DDR4-2666,76,800,82,57230.38556716927,7.458151113488827,57225.11185794181,57235.659276396735,3.0,119.979,0.0,119.979,119.979,57304.38604674023,117.68354545454571
DDR4-2666,76,900,82,51209.65376510277,9.455114947248594,51202.96798920667,51216.339540998866,3.0,114.98,0.0,114.98,114.98,49492.83134655694,116.54165967365992
DDR4-2666,76,1000,82,46250.43233455067,4.3260509113897445,46247.37335461547,46253.49131448587,3.0,114.98,0.0,114.98,114.98,41896.32011139659,116.40202331002357
DDR4-2666,76,1500,82,31273.84059757046,16.054369451712915,31262.488444063478,31285.192751077437,3.0,114.981,0.0,114.981,114.981,32890.510606607495,115.49332167832193
DDR4-2666,76,2000,82,23670.493064961418,6.846676364164117,23665.651733675728,23675.334396247108,3.0,114.981,0.0,114.981,114.981,24150.349529190396,114.95754312354318
DDR4-2666,76,3000,82,15981.809901687073,19.115717266421033,15968.293048380741,15995.326754993403,3.0,114.981,0.0,114.981,114.981,16063.729013649863,114.25857459207462
DDR4-2666,76,5000,82,9724.2240024573,0.512218513632865,9723.861809272861,9724.58619564174,3.0,114.981,0.0,114.981,114.981,9001.03600903388,113.24489044289047
DDR4-2666,76,40000,82,1315.9513308200335,0.3270202301838241,1315.7200925976852,1316.1825690423816,3.0,109.98200000000001,0.0,109.982,109.982,3332.6574643904314,111.76496503496504
DDR4-2666,76,100000,82,594.2270839077225,1.8963268215574967,592.8861783528533,595.5679894625919,3.0,109.98200000000001,0.0,109.982,109.982,-571.0196712324687,109.66727272727275
DDR4-2666,78,0,83,236333.45037069058,202.0203875546657,236190.60038471274,236476.30035666842,3.0,254.92099999999996,0.0,254.921,254.921,236285.06608211584,252.1950629370629
DDR4-2666,78,5,83,236768.20226840783,90.9944904847083,236703.85944713547,236832.54508968018,3.0,259.918,0.0,259.918,259.918,236985.0826531111,264.3561608391608
DDR4-2666,78,10,83,237716.43728131926,116.67551531224457,237633.93523324354,237798.93932939498,3.0,269.912,0.0,269.912,269.912,237446.6615949658,272.0674475524475
DDR4-2666,78,15,83,237630.7558904152,31.49922874214358,237608.48257216948,237653.0292086609,3.0,279.907,0.0,279.907,279.907,237709.52082032157,276.1326981351981
DDR4-2666,78,20,83,237860.39522116486,72.25865928165986,237809.30063318735,237911.48980914237,3.0,279.907,0.0,279.907,279.907,237813.37824182017,277.35568764568757
DDR4-2666,78,25,83,237738.78020059742,85.95330302635236,237678.0020371621,237799.55836403274,3.0,274.909,0.0,274.909,274.909,237797.95177210384,276.54019114219176
DDR4-2666,78,30,83,237626.53759426269,80.93085373717244,237569.3108387779,237683.76434974745,3.0,274.91,0.0,274.91,274.91,237730.420070249,275.3986247086253
DDR4-2666,78,35,83,237586.35365299846,68.47668630336784,237537.93332376017,237634.77398223677,3.0,269.912,0.0,269.912,269.912,237580.9841663781,273.348608391609
DDR4-2666,78,40,83,237454.18018763623,107.28211796574884,237378.32027452262,237530.04010074987,3.0,269.912,0.0,269.912,269.912,237489.99881397205,270.9140069930076
DDR4-2666,78,45,83,237421.66910733562,91.07051534104947,237357.27252837183,237486.06568629944,3.0,269.912,0.0,269.912,269.912,237352.27255025945,269.4929836829843
DDR4-2666,78,50,83,237264.5788967546,142.96947949190093,237163.48420830318,237365.67358520604,3.0,269.913,0.0,269.913,269.913,237323.62952862977,269.01565034965097
DDR4-2666,78,55,83,237219.6985139756,88.5398192083239,237157.09140740838,237282.30562054284,3.0,269.913,0.0,269.913,269.913,237280.1034062925,267.827587412588
DDR4-2666,78,60,83,237143.21589911822,129.2286539882036,237051.83744155953,237234.59435667688,3.0,264.915,0.0,264.915,264.915,237236.988562204,267.11718881118935
DDR4-2666,78,65,83,237135.32907563646,161.56720907148792,237021.08380648465,237249.5743447883,3.0,264.916,0.0,264.916,264.916,237188.14319086162,265.6494918414925
DDR4-2666,78,70,83,237365.52495374333,127.25792562295976,237275.5400115756,237455.50989591103,3.0,264.916,0.0,264.916,264.916,237110.73308510293,263.66918881118943
DDR4-2666,78,80,83,236830.33833266364,73.97267717676633,236778.0317510094,236882.64491431785,3.0,259.918,0.0,259.918,259.918,239494.3771820594,266.98948018648076
DDR4-2666,78,90,83,236703.84290614334,103.82288567383932,236630.42903964102,236777.2567726457,3.0,259.918,0.0,259.918,259.918,239385.31516471735,262.877573426574
DDR4-2666,78,100,83,236327.20579844562,114.17770097089327,236246.4699718288,236407.9416250624,3.0,254.92099999999996,0.0,254.921,254.921,235947.21024341704,251.77588811188866
DDR4-2666,78,120,83,235819.93276764857,156.62500883956102,235709.1821617947,235930.68337350243,3.0,249.924,0.0,249.924,249.924,230376.69408541816,236.02601864801915
DDR4-2666,78,140,83,235006.51816934877,4.195342458416365,235003.55161424703,235009.48472445054,3.0,244.927,0.0,244.927,244.927,223374.61478116034,217.44523310023357
DDR4-2666,78,160,83,204012.32661806833,69.15292980366236,203963.42811246522,204061.2251236714,3.0,169.962,0.0,169.962,169.962,213601.9899995395,197.2449207459212
DDR4-2666,78,180,83,193614.00326953805,28.641436686079643,193593.75071543438,193634.2558236417,3.0,159.966,0.0,159.966,159.966,201252.23359447584,176.75314219114256
DDR4-2666,78,200,83,189464.50179920509,33.480181892387115,189440.8277355536,189488.17586285653,3.0,159.966,0.0,159.966,159.966,186883.51528198866,158.777363636364
DDR4-2666,78,220,83,177832.50524145516,101.68166072549349,177760.60544963388,177904.40503327647,3.0,149.969,0.0,149.969,149.969,171985.41691515077,144.3426153846157
DDR4-2666,78,260,83,156609.3736364778,39.00317445623869,156581.794227332,156636.9530456236,3.0,139.973,0.0,139.973,139.973,157468.4948927148,136.2569393939397
DDR4-2666,78,300,83,141876.31110690488,79.20461206533905,141820.30498861225,141932.31722519753,3.0,134.975,0.0,134.975,134.975,143810.82374132934,135.84832167832198
DDR4-2666,78,340,83,127271.30751844248,0.7219521123160141,127270.79702120817,127271.81801567679,3.0,129.976,0.0,129.976,129.976,127760.51387465332,130.54696503496533
DDR4-2666,78,380,83,114350.07996192639,74.54763829987365,114297.3668213631,114402.79310248967,3.0,124.97700000000002,0.0,124.977,124.977,111510.51766279835,125.68837995338023
DDR4-2666,78,450,83,97098.83455595915,2.522147677740885,97097.05112823307,97100.61798368524,3.0,124.978,0.0,124.978,124.978,97124.97357763106,123.4629860139863
DDR4-2666,78,550,83,80409.63387516889,0.6673339951295226,80409.16199877561,80410.10575156215,3.0,119.979,0.0,119.979,119.979,84849.12542626428,121.7384382284385
DDR4-2666,78,600,83,74146.65764472616,1.3380968653067962,74145.71146735881,74147.6038220935,3.0,119.979,0.0,119.979,119.979,74444.55169773064,120.04879254079282
DDR4-2666,78,700,83,64217.210288851915,9.264875246988668,64210.65903273792,64223.76154496591,3.0,119.979,0.0,119.979,119.979,65006.34738042696,118.75546853146878
DDR4-2666,78,800,83,56526.60912939574,0.7074133543271371,56526.1089126158,56527.10934617569,3.0,119.979,0.0,119.979,119.979,56471.040226547106,117.68354545454571
DDR4-2666,78,900,83,50477.96574625411,13.418979684998142,50468.47709472224,50487.45439778598,3.0,114.98,0.0,114.98,114.98,48830.659503987576,116.54165967365992
DDR4-2666,78,1000,83,45619.62090150332,1.108183718625595,45618.837297281076,45620.40450572556,3.0,114.98,0.0,114.98,114.98,41345.86476552782,115.98252680652706
DDR4-2666,78,1500,83,30890.431755899044,5.418413638944266,30886.600358871674,30894.263152926418,3.0,114.981,0.0,114.981,114.981,32454.596974658696,115.59819580419605
DDR4-2666,78,2000,83,23344.917981499813,0.4430337269437347,23344.604709347197,23345.23125365243,3.0,114.981,0.0,114.981,114.981,23831.629664281543,115.37703962703966
DDR4-2666,78,3000,83,15768.159553918751,2.0422355812130433,15766.715475290493,15769.603632547007,3.0,114.981,0.0,114.981,114.981,15855.7559487701,115.02765151515155
DDR4-2666,78,5000,83,9626.89089695919,3.8819998688239816,9624.145908527378,9629.635885391,3.0,114.981,0.0,114.981,114.981,8891.654379120358,114.36354778554782
DDR4-2666,78,40000,83,1317.289641834915,7.805526339901612,1311.7703012292404,1322.8089824405897,3.0,114.981,0.0,114.981,114.981,3304.003506328372,113.19824475524479
DDR4-2666,78,100000,83,597.6405932308694,0.39330209792216686,597.3624866503737,597.9186998113651,3.0,109.98200000000001,0.0,109.982,109.982,-542.5181186098052,111.34525874125879
DDR4-2666,80,0,84,236005.33232969837,184.2684341773263,235875.03487033298,236135.6297890638,3.0,254.92099999999996,0.0,254.921,254.921,235970.72939719923,254.64168531468536
DDR4-2666,80,5,84,236464.25810184772,105.09602484808353,236389.9439900019,236538.57221369355,3.0,264.916,0.0,264.916,264.916,236578.4192899892,266.907125874126
DDR4-2666,80,10,84,236974.2907733369,235.91732843069389,236807.4720306041,237141.10951606964,3.0,274.909,0.0,274.909,274.909,236938.7176841442,273.80275524475536
DDR4-2666,80,15,84,237218.18121313417,156.56210446154017,237107.47508739258,237328.88733887576,2.99,279.906,0.0,279.906,279.906,237096.3763647494,276.41768881118895
DDR4-2666,80,20,84,237136.80213780014,198.39773502889665,236996.51375398916,237277.09052161113,3.0,274.909,0.0,274.909,274.909,237096.14711688994,275.8410419580421
DDR4-2666,80,25,84,236843.61659710354,110.96090519648871,236765.15538859248,236922.07780561456,3.0,269.912,0.0,269.912,269.912,236982.78172565135,273.1619300699307
DDR4-2666,80,30,84,236720.44930966987,146.37974040714872,236616.94320259965,236823.9554167401,3.0,269.913,0.0,269.913,269.913,236835.2919275831,270.28479720279785
DDR4-2666,80,35,84,236678.4564021359,230.75619958303488,236515.2871286099,236841.6256756619,3.0,264.915,0.0,264.915,264.915,236632.7791222228,267.6176596736603
DDR4-2666,80,40,84,236427.01076387323,179.2990518413894,236300.22718845584,236553.7943392906,3.0,264.915,0.0,264.915,264.915,236460.9147405462,265.4978251748258
DDR4-2666,80,45,84,236331.7546386984,148.66936120970698,236226.62952523233,236436.87975216444,3.0,264.915,0.0,264.915,264.915,236329.67838185385,264.49613053613115
DDR4-2666,80,50,84,236249.3070086708,100.43800028063232,236178.28661758354,236320.32739975804,3.0,264.916,0.0,264.916,264.916,236308.48721259143,264.0184428904435
DDR4-2666,80,55,84,236112.0344342069,42.8955501301868,236081.70269982712,236142.36616858668,3.0,264.916,0.0,264.916,264.916,236215.23656276095,262.8303449883456
DDR4-2666,80,60,84,236119.27536764884,140.50959458682678,236019.92008049472,236218.63065480295,3.0,259.918,0.0,259.918,259.918,236130.03750981198,262.1199347319353
DDR4-2666,80,65,84,236042.81297055795,48.24653224189641,236008.69752044097,236076.92842067493,3.0,259.918,0.0,259.918,259.918,235888.82171680036,260.2329207459213
DDR4-2666,80,70,84,236095.82146057228,85.07515392968739,236035.6642423181,236155.97867882645,3.0,259.918,0.0,259.918,259.918,235698.8448122877,258.35756876456935
DDR4-2666,80,80,84,235264.7618501184,119.06990925991633,235180.56670984544,235348.95699039134,3.0,254.922,0.0,254.922,254.922,238300.52825613978,262.1903263403269
DDR4-2666,80,90,84,235194.3908574305,145.73323349193237,235091.3418997841,235297.43981507688,3.0,254.92099999999996,0.0,254.921,254.921,237370.21934164735,258.04330769230825
DDR4-2666,80,100,84,234501.81588923436,37.481804320133534,234475.3122512285,234528.31952724024,3.0,249.924,0.0,249.924,249.924,234758.69669032615,248.96863403263455
DDR4-2666,80,120,84,235339.59356727678,182.40165982261726,235210.61611671653,235468.57101783704,3.0,249.924,0.0,249.924,249.924,228922.10444976937,234.23214685314736
DDR4-2666,80,140,84,234765.81367802306,75.87004221341448,234712.16545668506,234819.46189936108,2.97,244.926,0.0,244.926,244.926,221373.25107670418,217.00263869463916
DDR4-2666,80,160,84,201130.83951803733,130.7443909862009,201038.3892725689,201223.2897635058,2.99,169.962,,169.962,169.962,213243.67919034883,199.0855384615389
DDR4-2666,80,160,84,201130.83951803733,130.7443909862009,201038.3892725689,201223.2897635058,3.0,169.962,0.0,169.962,169.962,205158.8928601233,181.76264568764608
DDR4-2666,80,180,84,188566.31053694861,400.79741056831995,188282.90397005374,188849.71710384346,2.99,159.966,,159.966,159.966,196043.68407876196,166.4315058275062
DDR4-2666,80,180,84,188566.31053694861,400.79741056831995,188282.90397005374,188849.71710384346,3.0,159.966,0.0,159.966,159.966,186038.5244898977,154.18749184149218
DDR4-2666,80,200,84,183547.31244338804,112.29194114885169,183467.9100503291,183626.714836447,3.0,154.967,0.0,154.967,154.967,175924.58526198246,147.60494172494205
DDR4-2666,80,220,84,172168.72394337945,56.925141232439174,172128.471789994,172208.9760967649,3.0,149.969,0.0,149.969,149.969,167171.2966602391,147.89548251748286
DDR4-2666,80,260,84,151556.04187943813,60.58425814502698,151513.20233967062,151598.88141920563,3.0,139.973,0.0,139.973,139.973,153948.38333224706,141.42919580419613
DDR4-2666,80,300,84,136170.25723073908,29.527588525654572,136149.3780726605,136191.13638881766,3.0,134.975,0.0,134.975,134.975,138588.7943509164,135.6618717948721
DDR4-2666,80,340,84,121430.85811262048,50.22499531972925,121395.34367784484,121466.37254739612,3.0,129.976,0.0,129.976,129.976,121824.30788420711,129.63825174825203
DDR4-2666,80,380,84,109082.86628785335,20.243645371472557,109068.55186893525,109097.18070677145,3.0,124.978,0.0,124.978,124.978,106970.30197626748,125.12925874125904
DDR4-2666,80,450,84,93142.32369419193,79.15658857706258,93086.3515336335,93198.29585475037,3.0,119.979,0.0,119.979,119.979,94492.2005383274,122.006596736597
DDR4-2666,80,550,84,77217.52029024715,4.64843153643252,77214.23335278586,77220.80722770844,2.99,119.979,0.0,119.979,119.979,84343.40197521471,120.86464801864827
DDR4-2666,80,550,84,77217.52029024715,4.64843153643252,77214.23335278586,77220.80722770844,3.0,119.979,,119.979,119.979,75154.46123975846,119.75766200466225
DDR4-2666,80,600,84,71157.19309424626,7.021016069467442,71152.22848617272,71162.1577023198,3.0,119.979,0.0,119.979,119.979,68105.15265885579,119.04678554778582
DDR4-2666,80,700,84,61507.95037120578,9.042088722894308,61501.55664895372,61514.344093457825,3.0,119.979,0.0,119.979,119.979,61456.086788660425,118.55731002331027
DDR4-2666,80,800,84,54177.58452201435,4.598346806246145,54174.3329998054,54180.836044223295,3.0,119.979,0.0,119.979,119.979,55203.8918086226,117.99808391608417
DDR4-2666,80,900,84,48395.87477572464,10.081628120047299,48388.74598811555,48403.003563333725,3.0,114.98,0.0,114.98,114.98,48151.78876625579,116.96115617715643
DDR4-2666,80,1000,84,43755.87333634052,10.03699449704458,43748.77610946893,43762.97056321211,3.0,114.98,0.0,114.98,114.98,39632.642062368264,116.40202331002357
DDR4-2666,80,1500,84,29633.33221074094,11.279421161372047,29625.356455549878,29641.307965932006,3.0,114.981,0.0,114.981,114.981,31118.86198125456,115.49332167832193
DDR4-2666,80,2000,84,22383.860176987,8.812906747446815,22377.628510863913,22390.091843110084,3.0,114.981,0.0,114.981,114.981,22861.90237973196,114.95754312354318
DDR4-2666,80,3000,84,15138.461496404187,0.17239422872926063,15138.339595276015,15138.583397532359,3.0,114.981,0.0,114.981,114.981,15221.526561203951,114.25857459207462
DDR4-2666,80,5000,84,9234.830059365719,4.602507115278503,9231.575595374044,9238.084523357391,3.0,114.981,0.0,114.981,114.981,8543.443512240076,113.24489044289047
DDR4-2666,80,40000,84,1255.6098161391715,3.188559409958102,1253.355164158174,1257.864468120169,3.0,109.98200000000001,0.0,109.982,109.982,3173.3622194099444,111.76496503496504
DDR4-2666,80,100000,84,565.0257380036385,2.878362798180743,562.9904281503298,567.0610478569471,3.0,109.98200000000001,0.0,109.982,109.982,-543.0083307168825,109.66727272727275
DDR4-2666,82,0,86,236807.53811500774,59.645847242006475,236765.3621319533,236849.71409806216,3.0,254.92099999999996,0.0,254.921,254.921,236764.22779261772,253.34823076923075
DDR4-2666,82,5,86,236882.97429221735,105.10906462586972,236808.65095985623,236957.2976245785,3.0,259.918,0.0,259.918,259.918,237088.2456994941,263.83199300699306
DDR4-2666,82,10,86,237463.0392440753,17.05590028917998,237450.97890132156,237475.09958682902,3.0,269.912,0.0,269.912,269.912,237250.9293790504,269.4117086247087
DDR4-2666,82,15,86,237343.15776998043,27.298320029210583,237323.8549427728,237362.4605971881,3.0,274.91,0.0,274.91,274.91,237283.58555331602,271.07167832167835
DDR4-2666,82,20,86,237211.09559880194,11.294178028006744,237203.1094089304,237219.08178867347,3.0,269.913,0.0,269.913,269.913,237217.52094432042,269.7962027972028
DDR4-2666,82,25,86,236901.0418456092,17.684203612356928,236888.53722531503,236913.5464659034,3.0,264.916,0.0,264.916,264.916,237084.04227409343,266.5695827505833
DDR4-2666,82,30,86,236913.0716550632,11.774542403784015,236904.74579628409,236921.39751384227,3.0,259.918,0.0,259.918,259.918,236933.03460928687,263.2497925407931
DDR4-2666,82,35,86,236786.49877143954,17.636806933246277,236774.02766565856,236798.96987722052,3.0,259.918,0.0,259.918,259.918,236752.94154619766,259.6620279720285
DDR4-2666,82,40,86,236638.30722514095,45.51132420046194,236606.12585917802,236670.48859110387,3.0,254.92099999999996,0.0,254.921,254.921,236669.53333090077,256.67989044289095
DDR4-2666,82,45,86,236530.14546232705,2.7974448903525864,236528.1673700751,236532.12355457904,3.0,254.92099999999996,0.0,254.921,254.921,236584.05174274073,254.9908251748257
DDR4-2666,82,50,86,236461.69137922628,121.24616398775828,236375.95739447768,236547.42536397488,3.0,254.92099999999996,0.0,254.921,254.921,236577.2199960387,254.11720279720333
DDR4-2666,82,55,86,236508.73833089852,14.388897582438123,236498.5638438442,236518.91281795286,3.0,254.92099999999996,0.0,254.921,254.921,236444.32325702003,253.36024941724997
DDR4-2666,82,60,86,236379.29157440958,126.08026193860552,236290.13936621902,236468.44378260017,3.0,249.924,0.0,249.924,249.924,236253.5078051954,251.60137762237815
DDR4-2666,82,65,86,236084.06782471255,47.47778050555544,236050.49596416138,236117.6396852637,3.0,249.924,0.0,249.924,249.924,236024.1527503145,250.14527272727327
DDR4-2666,82,70,86,236014.62552534865,25.041205485305237,235996.9187191409,236032.3323315564,3.0,249.924,0.0,249.924,249.924,235836.42536550353,247.8737482517488
DDR4-2666,82,80,86,235032.23357397696,17.290760785407876,235020.00715977373,235044.4599881802,3.0,244.927,0.0,244.927,244.927,238446.97930404177,250.18069930069987
DDR4-2666,82,90,86,234942.03810132644,75.44969315721451,234888.68711165653,234995.38909099635,3.0,239.929,0.0,239.929,239.929,238201.6317148282,246.22020745920804
DDR4-2666,82,100,86,234786.5976373501,18.522176010355402,234773.50048109086,234799.69479360935,3.0,239.929,0.0,239.929,239.929,234300.74960449888,236.62103962704015
DDR4-2666,82,120,86,234421.45359075445,18.97990627407851,234408.03277032176,234434.87441118713,3.0,234.932,0.0,234.932,234.932,227654.87247485906,222.12889044289096
DDR4-2666,82,140,86,232952.0584933319,1.7512951083266843,232950.82014068495,232953.29684597885,3.0,229.935,0.0,229.935,229.935,219150.0564044728,205.38827272727315
DDR4-2666,82,160,86,197286.37214462273,248.91570351682907,197110.36216272216,197462.3821265233,3.0,164.964,0.0,164.964,164.964,207773.0792803212,187.3775104895109
DDR4-2666,82,180,86,185346.62826868,236.0960901519129,185179.68312232196,185513.57341503806,3.0,154.967,0.0,154.967,154.967,193848.52008313203,169.19193939393978
DDR4-2666,82,200,86,179080.57582816633,86.1399154461575,179019.66570982352,179141.48594650914,3.0,149.969,0.0,149.969,149.969,178083.0479450815,151.92626573426605
DDR4-2666,82,220,86,167968.7997605414,258.67138819284077,167785.89146785132,168151.70805323153,3.0,144.971,0.0,144.971,144.971,162298.23630818565,139.09912121212153
DDR4-2666,82,260,86,147707.96532420733,1.7902705668941699,147706.69941174932,147709.23123666534,3.0,134.974,0.0,134.974,134.974,147713.82708968973,131.3861794871798
DDR4-2666,82,300,86,133235.91486672813,85.07443314363755,133175.75815814664,133296.0715753096,3.0,129.976,0.0,129.976,129.976,134920.22842726306,130.82635664335692
DDR4-2666,82,340,86,118921.70340632997,22.292618365519957,118905.94014471331,118937.46666794663,3.0,124.977,0.0,124.977,124.977,119852.83693069482,126.62033100233128
DDR4-2666,82,380,86,107324.74016507473,46.62824909821833,107291.76901394254,107357.71131620694,3.0,124.978,0.0,124.978,124.978,104722.47602390367,123.14824009324036
DDR4-2666,82,450,86,91449.63662554616,5.200751111170235,91445.95913916819,91453.31411192413,3.0,119.979,0.0,119.979,119.979,91209.2673610753,121.42387878787905
DDR4-2666,82,550,86,75833.90479181589,1.85852761644903,75832.59061433528,75835.2189692965,3.0,119.979,0.0,119.979,119.979,79762.77779043007,120.56167832167858
DDR4-2666,82,600,86,70028.0445660312,1.175918424284928,70027.21306613927,70028.87606592313,3.0,119.979,0.0,119.979,119.979,70110.3360989987,119.55948251748276
DDR4-2666,82,700,86,60359.780091079214,34.63122215909756,60335.292119049736,60384.268063108684,3.0,119.979,0.0,119.979,119.979,61295.03555377312,118.66226806526831
DDR4-2666,82,800,86,53094.741765980536,11.285679638909443,53086.761585377564,53102.72194658351,3.0,119.979,0.0,119.979,119.979,53182.70508872808,117.57858741258767
DDR4-2666,82,900,86,47546.08052277344,24.65429028948696,47528.6473069244,47563.51373862248,3.0,114.98,0.0,114.98,114.98,45922.975673796,116.96115617715643
DDR4-2666,82,1000,86,42878.27129333388,2.1895997412159645,42876.72301250878,42879.81957415898,3.0,114.98,0.0,114.98,114.98,38837.4661361484,115.98252680652706
DDR4-2666,82,1500,86,28972.67684569492,1.0595137831584056,28971.92765631409,28973.42603507575,3.0,114.981,0.0,114.981,114.981,30456.060303906685,115.59819580419605
DDR4-2666,82,2000,86,21886.29425091263,4.135997544257123,21883.369659002117,21889.218842823146,3.0,114.981,0.0,114.981,114.981,22358.55464389691,115.37703962703966
DDR4-2666,82,3000,86,14791.72066565827,7.9159487929997345,14786.123244587214,14797.318086729325,3.0,114.981,0.0,114.981,114.981,14875.003612436209,115.02765151515155
DDR4-2666,82,5000,86,8999.77351753768,2.187830807211798,8998.226487537811,9001.320547537547,3.0,114.981,0.0,114.981,114.981,8340.890475794266,114.36354778554782
DDR4-2666,82,40000,86,1223.7805655348106,1.921158913261829,1222.4221010395063,1225.1390300301152,3.0,114.981,0.0,114.981,114.981,3091.6985002408546,113.19824475524479
DDR4-2666,82,100000,86,551.4241837946485,0.8917749088194229,550.7936037093302,552.0547638799667,3.0,109.98200000000001,0.0,109.982,109.982,-537.0890479542577,111.34525874125879
DDR4-2666,84,0,87,236663.17627187696,248.3556183537974,236487.56232999323,236838.79021376072,3.0,254.92099999999996,0.0,254.921,254.921,236699.31727155217,254.25719580419576
DDR4-2666,84,5,87,236832.09720355712,11.798552354216794,236823.75436717927,236840.44003993497,3.0,259.919,0.0,259.919,259.919,237089.58084031162,263.06335664335666
DDR4-2666,84,10,87,237708.530599641,148.96156182640328,237603.1988691374,237813.8623301446,3.0,269.912,0.0,269.912,269.912,237203.5615014065,267.2451305361306
DDR4-2666,84,15,87,237321.467720342,267.4514564669253,237132.35098183603,237510.584458848,3.0,269.912,0.0,269.912,269.912,237100.22766969758,267.77515034965046
DDR4-2666,84,20,87,236473.92207903904,113.21663111825684,236393.86583143222,236553.97832664585,3.0,264.916,0.0,264.916,264.916,236838.54776004553,265.6260489510491
DDR4-2666,84,25,87,236245.5376752143,22.398155656009997,236229.69978746388,236261.37556296473,3.0,259.919,0.0,259.919,259.919,236477.49018731146,261.77045920745974
