type,rd_percentage,pause,rd_mapped,bandwidth_mean,bandwidth_std,bandwidth_min,bandwidth_max,measured_frequency,latency_mean,latency_std,latency_min,latency_max,bandwidth_smooth,latency_smooth
DDR4-2666,32,900,59,62484.03943065666,20.592149312761286,62469.4785822384,62498.60027907492,3.0,119.979,0.0,119.979,119.979,60386.115842820895,119.2449650349653
DDR4-2666,32,1000,59,56467.848597873526,15.44244945860835,56456.92913714322,56478.76805860384,3.0,119.979,0.0,119.979,119.979,51090.274618700496,118.19640326340351
DDR4-2666,32,1500,59,38113.79881616606,3.9469642956900954,38111.00789094748,38116.58974138465,3.0,114.98,0.0,114.98,114.98,40072.786477777736,116.96143589743615
DDR4-2666,32,2000,59,28785.990335608083,0.7490148736606445,28785.460702111708,28786.519969104458,3.0,114.981,0.0,114.981,114.981,29368.88315602771,115.70313286713287
DDR4-2666,32,3000,59,19356.688373636356,12.473796984918383,19347.868067201176,19365.508680071536,3.0,114.981,0.0,114.981,114.981,19476.405991739623,114.42732167832169
DDR4-2666,32,5000,59,11676.22341110836,9.28032150144603,11669.661232843097,11682.785589373625,3.0,114.981,0.0,114.981,114.981,10857.94082463687,113.05825407925411
DDR4-2666,32,40000,59,1576.1786565548487,0.5495163276972892,1575.7900898331613,1576.5672232765362,3.0,109.982,0.0,109.982,109.982,3976.073494442855,111.52018181818187
DDR4-2666,32,100000,59,705.1932248809646,2.661958711213812,703.3109358250268,707.0755139369026,3.0,109.98200000000001,0.0,109.982,109.982,-706.6101591189508,109.7373566433567
DDR4-2666,34,0,61,231909.84501712758,12.321606346669636,231901.13232572473,231918.5577085304,3.0,329.873,0.0,329.873,329.873,231704.2163113673,328.51047552447534
DDR4-2666,34,5,61,232149.30981113456,85.621592641712,232088.7662023616,232209.8534199075,2.99,334.869,0.0,334.869,334.869,232371.30238968434,335.9174125874125
DDR4-2666,34,10,61,232506.50056327786,10.772788060366391,232498.8830517881,232514.11807476764,3.0,339.866,0.0,339.866,339.866,232862.4384821197,342.6954638694639
DDR4-2666,34,15,61,233435.03029198572,77.66849296584456,233380.110373925,233489.9502100464,3.0,349.858,0.0,349.858,349.858,233202.98481847488,348.6815850815851
DDR4-2666,34,20,61,233740.5287412037,39.11011880382649,233712.87371098454,233768.18377142292,3.0,354.854,0.0,354.854,354.854,233418.30162855142,353.712731934732
DDR4-2666,34,25,61,233547.92316672087,13.749867532069656,233538.20054214852,233557.6457912932,3.0,359.8500000000001,0.0,359.85,359.85,233533.74914215133,357.62586013986095
DDR4-2666,34,30,61,233342.3955100034,189.21197525548865,233208.60243921855,233476.18858078826,3.0,359.8500000000001,0.0,359.85,359.85,233616.96048780237,360.01338694638775
DDR4-2666,34,35,61,233692.22680587502,277.0201832506419,233496.34395577296,233888.1096559771,3.0,359.8500000000001,0.0,359.85,359.85,233634.25448808586,361.44581585081664
DDR4-2666,34,40,61,233407.58277321458,57.272266403107835,233367.08516526702,233448.08038116214,3.0,359.85099999999994,0.0,359.851,359.851,233532.4534743412,360.2114195804204
DDR4-2666,34,45,61,233470.3595683526,40.156211640798794,233441.96483879464,233498.75429791058,3.0,359.85099999999994,0.0,359.851,359.851,233482.72940462065,357.89392773892854
DDR4-2666,34,50,61,233571.53964760294,76.9140286229368,233517.1532163953,233625.92607881062,3.0,354.854,0.0,354.854,354.854,233470.69057947327,354.831065268066
DDR4-2666,34,55,61,233565.38349633868,17.550507823472234,233552.97341324342,233577.7935794339,3.0,354.854,0.0,354.854,354.854,233449.3497730698,351.8961748251756
DDR4-2666,34,60,61,233202.0391046956,169.56956502886194,233082.13531538084,233321.94289401037,3.0,344.862,0.0,344.862,344.862,233369.56828607304,349.43898368298443
DDR4-2666,34,65,61,233288.29502528114,61.98330176726289,233244.4662122812,233332.1238382811,3.0,344.862,0.0,344.862,344.862,233335.27284740095,347.28432167832244
DDR4-2666,34,70,61,233239.29259150548,23.462527152469,233222.7020794522,233255.88310355876,3.0,344.862,0.0,344.862,344.862,233244.0915889637,345.793797202798
DDR4-2666,34,80,61,233185.00045931162,317.0799104438225,232960.79110445877,233409.20981416447,3.0,344.862,0.0,344.862,344.862,234165.63848950388,350.3717459207467
DDR4-2666,34,90,61,232969.6439932073,17.536585832648036,232957.2437544462,232982.04423196844,3.0,344.863,0.0,344.863,344.863,234102.04375300184,346.9360815850824
DDR4-2666,34,100,61,232844.55063919077,54.65487337157263,232805.90380760483,232883.19747077668,3.0,339.865,0.0,339.865,339.865,232694.1621249066,336.05722843822923
DDR4-2666,34,120,61,232517.99592677256,27.450214665558153,232498.58569383752,232537.4061597076,3.0,334.87,0.0,334.87,334.87,230667.92751369753,319.2615524475532
DDR4-2666,34,140,61,232169.29669755182,67.47238461641379,232121.58651684673,232217.0068782569,3.0,324.876,0.0,324.876,324.876,228545.70290980634,298.9250536130543
DDR4-2666,34,160,61,219328.92746283748,140.41754837213784,219229.63726218598,219428.21766348902,3.0,244.92600000000002,0.0,244.926,244.926,224565.58528566774,273.90551048951113
DDR4-2666,34,180,61,214800.43540104272,190.81283428754622,214665.51035198057,214935.36045010487,3.0,229.934,0.0,229.934,229.934,218129.65198212434,246.17121678321735
DDR4-2666,34,200,61,212730.68224622513,372.0043133544729,212467.63547362154,212993.72901882874,3.0,224.937,0.0,224.937,224.937,208798.11535978282,218.98359440559489
DDR4-2666,34,220,61,203723.21309292375,452.46938619353597,203403.26892166698,204043.1572641805,3.0,204.947,0.0,204.947,204.947,197526.33882682043,194.35741724941767
DDR4-2666,34,260,61,183499.45006915904,333.59878150895383,183263.56010855848,183735.34002975957,3.0,174.96,0.0,174.96,174.96,184568.86650563957,175.7878578088582
DDR4-2666,34,300,61,166994.39391942177,166.44892297515847,166876.69675726484,167112.09108157872,3.0,159.966,0.0,159.966,159.966,169423.74224013192,165.70924009324045
DDR4-2666,34,340,61,150711.64951552183,47.49135632459763,150678.06805541698,150745.2309756267,3.0,149.969,0.0,149.969,149.969,152086.59067803525,151.60057575757608
DDR4-2666,34,380,61,137212.47574680473,9.604133120145608,137205.68459914808,137219.2668944614,3.0,139.973,0.0,139.973,139.973,134151.42423463464,140.20632167832198
DDR4-2666,34,450,61,118203.17866255493,12.744722481089562,118194.16678286421,118212.19054224565,3.0,134.975,0.0,134.975,134.975,117633.56209639163,133.22723776223808
DDR4-2666,34,550,61,98263.04362098541,7.056892994429336,98258.05364409494,98268.03359787587,3.0,129.976,0.0,129.976,129.976,103218.53466261149,129.28892307692337
DDR4-2666,34,600,61,90578.62042747202,31.244885790004258,90556.52695685251,90600.71389809153,3.0,124.978,0.0,124.978,124.978,91093.40764957979,126.9469930069933
DDR4-2666,34,700,61,78428.08848593035,6.427320264408768,78423.54368418652,78432.63328767417,3.0,124.978,0.0,124.978,124.978,79786.05740949008,123.14858041958068
DDR4-2666,34,800,61,69251.39881253827,17.2751473509722,69239.1834387004,69263.61418637614,3.0,119.979,0.0,119.979,119.979,69290.12086096159,120.20046386946414
DDR4-2666,34,900,61,61765.78358338773,13.806684029777403,61756.02078348457,61775.546383290886,3.0,119.979,0.0,119.979,119.979,59813.08961568313,117.63697202797229
DDR4-2666,34,1000,61,55910.14136385154,3.3123553877166243,55907.79917489518,55912.48355280789,3.0,119.979,0.0,119.979,119.979,50622.261820431755,115.81931235431261
DDR4-2666,34,1500,61,37824.65629114902,25.3039181859226,37806.76371900916,37842.548863288874,3.0,104.983,0.0,104.983,104.983,39737.68892879652,114.99206060606085
DDR4-2666,34,2000,61,28619.245188442314,3.797673175477854,28616.559827987203,28621.930548897424,3.0,114.98,0.0,114.98,114.98,29148.319278722323,114.16492074592075
DDR4-2666,34,3000,61,19209.276285983688,1.4906939566702253,19208.222206178252,19210.330365789123,3.0,114.981,0.0,114.981,114.981,19350.86747936548,113.58829836829838
DDR4-2666,34,5000,61,11638.627573325026,5.587448655837548,11634.67665049095,11642.5784961591,3.0,114.981,0.0,114.981,114.981,10803.322526703574,113.15146853146857
DDR4-2666,34,40000,61,1562.5932656188356,1.8436971825139714,1561.2895748386254,1563.8969563990456,3.0,114.981,0.0,114.981,114.981,3963.673416714213,112.74370629370634
DDR4-2666,34,100000,61,692.2339497456102,5.2314547624084735,688.5347526076405,695.9331468835799,3.0,109.98200000000001,0.0,109.982,109.982,-710.0908546250284,112.25428671328677
DDR4-2666,36,0,63,231856.93582297527,42.512909640208555,231826.8746562807,231886.99698966983,3.0,319.88,0.0,319.88,319.88,231660.01465244245,315.5477412587414
DDR4-2666,36,5,63,232424.55495934538,50.77903381516892,232388.64876019256,232460.46115849816,3.0,329.873,0.0,329.873,329.873,232721.3005128593,335.3933216783218
DDR4-2666,36,10,63,233506.3813095949,9.606797046011792,233499.58827825816,233513.1743409316,3.0,349.858,0.0,349.858,349.858,233542.7150279233,351.15083916083927
DDR4-2666,36,15,63,234064.95255322583,4.275325276033835,234061.92944173136,234067.9756647203,3.0,359.85200000000003,0.0,359.852,359.852,234153.87537724825,363.1697400932402
DDR4-2666,36,20,63,234836.2083010855,35.799290076121544,234810.89438031105,234861.52222186,3.0,374.838,0.0,374.838,374.838,234584.3987404479,371.7994708624709
DDR4-2666,36,25,63,235050.37570012582,58.740717891232435,235008.83974017316,235091.91166007848,3.0,384.83099999999996,0.0,384.831,384.831,234863.90229713666,377.3894778554787
DDR4-2666,36,30,63,234937.76607927054,31.93570774157425,234915.18412376448,234960.3480347766,3.0,379.835,0.0,379.835,379.835,235057.84357401024,380.522184149185
DDR4-2666,36,35,63,234967.41515582183,143.3213561147426,234866.07165302426,235068.75865861942,3.0,379.835,0.0,379.835,379.835,235111.82601353567,402.887860139861
DDR4-2666,36,40,63,235024.83270177257,61.87703494726358,234981.07903076164,235068.5863727835,3.0,374.839,0.0,374.839,374.839,235121.2087508359,374.08033100233183
DDR4-2666,36,45,63,235070.39115981018,80.65940110685298,235013.3563503211,235127.4259692993,3.0,374.839,0.0,374.839,374.839,235049.49237490827,349.3160186480194
DDR4-2666,36,50,63,235085.96704609593,6.925718736189169,235081.06982341298,235090.86426877888,3.0,374.839,0.0,374.839,374.839,235022.36086370592,330.81846853146925
DDR4-2666,36,55,63,235098.74524833573,117.75674954340485,235015.4786522031,235182.01184446836,3.0,374.839,0.0,374.839,374.839,234996.74889851297,319.6827319347326
DDR4-2666,36,60,63,234920.47412081642,56.81016901927103,234880.30326506254,234960.6449765703,3.0,104.983,0.0,104.983,104.983,234971.82985117944,314.47638927738996
DDR4-2666,36,65,63,234807.16789239057,101.64398190337083,234735.29474351992,234879.04104126125,3.0,364.848,0.0,364.848,364.848,234983.07545675006,316.38702797202865
DDR4-2666,36,70,63,234924.49426091387,59.97846608460766,234882.08308082027,234966.90544100746,3.0,364.847,0.0,364.847,364.847,235004.18067714275,324.1805011655018
DDR4-2666,36,80,63,234875.5654887308,92.40023248520431,234810.2286577573,234940.9023197043,3.0,364.847,0.0,364.847,364.847,235762.29608071176,346.06792074592147
DDR4-2666,36,90,63,235024.25876577693,97.20433944960145,234955.52491819134,235092.9926133625,3.0,364.847,0.0,364.847,364.847,235896.07536180434,365.32406759906837
DDR4-2666,36,100,63,234918.4081871039,20.173965356108162,234904.14303939717,234932.67333481062,3.0,364.846,0.0,364.846,364.846,234599.0903312863,380.9700862470871
DDR4-2666,36,120,63,234421.0696939155,104.08328587627796,234347.47169666417,234494.66769116677,3.0,359.85099999999994,0.0,359.851,359.851,232932.46035856433,341.1219254079262
DDR4-2666,36,140,63,233744.62922174233,14.935477198024484,233734.06824453536,233755.19019894933,3.0,354.854,0.0,354.854,354.854,231468.45691468328,318.73631468531534
DDR4-2666,36,160,63,223782.8832782922,134.78801328054095,223687.57376007884,223878.19279650552,3.0,254.921,0.0,254.921,254.921,228176.8212947186,290.2698717948724
DDR4-2666,36,180,63,217953.7461740942,36.29156913020361,217928.08415946233,217979.40818872605,3.0,234.932,0.0,234.932,234.932,222015.7234828525,258.1567412587418
DDR4-2666,36,200,63,217604.59367059713,37.43194533580181,217578.12528821718,217631.0620529771,3.0,234.932,0.0,234.932,234.932,212587.42942376412,226.1242564102569
DDR4-2666,36,220,63,208473.08646500792,202.69255140256135,208329.76118741516,208616.41174260067,3.0,209.944,0.0,209.944,209.944,200776.7557232035,197.71286013986057
DDR4-2666,36,260,63,185809.45184209716,242.92684616061948,185637.6766218447,185981.2270623496,3.0,174.96,0.0,174.96,174.96,186760.38040429662,176.58070396270432
DDR4-2666,36,300,63,166735.09400847432,91.26050399191101,166670.56308724714,166799.6249297015,3.0,159.966,0.0,159.966,159.966,170126.41966132587,166.80438927738965
DDR4-2666,36,340,63,149634.98981167018,38.51241567824812,149607.75742138422,149662.22220195614,3.0,149.97,0.0,149.97,149.97,151576.2873218649,151.9035687645691
DDR4-2666,36,380,63,135252.12060622376,14.4479469497543,135241.90436496134,135262.33684748615,3.0,139.973,0.0,139.973,139.973,132423.1627273736,139.4726083916087
DDR4-2666,36,450,63,115649.58170067296,20.0698523462272,115635.39017198153,115663.7732293644,3.0,134.975,0.0,134.975,134.975,115275.22337718049,132.80806993007022
DDR4-2666,36,550,63,95972.22532540224,5.870045391090844,95968.07457650032,95976.37607430415,3.0,129.976,0.0,129.976,129.976,100830.1900992279,129.28902564102594
DDR4-2666,36,600,63,88385.9827969404,26.254899453096506,88367.41777949774,88404.54781438306,3.0,124.978,0.0,124.978,124.978,88893.77706270394,126.10810489510519
DDR4-2666,36,700,63,76723.89497119511,2.530196230287902,76722.10585228296,76725.68409010729,3.0,124.978,0.0,124.978,124.978,77800.58633072625,123.35813986014013
DDR4-2666,36,800,63,67672.70971908503,11.47520441959092,67664.59552422444,67680.82391394563,3.0,119.979,0.0,119.979,119.979,67617.89518303038,121.22581818181845
DDR4-2666,36,900,63,60403.83242266943,1.8920624316909285,60402.494532493554,60405.17031284531,3.0,119.979,0.0,119.979,119.979,58454.737793468164,119.24498368298393
DDR4-2666,36,1000,63,54648.82902643271,11.065950888708706,54641.004217519025,54656.65383534639,3.0,119.979,0.0,119.979,119.979,49500.49213688278,117.77692773892798
DDR4-2666,36,1500,63,36988.534455956,23.109108522081563,36972.193848612864,37004.87506329914,3.0,114.98,0.0,114.98,114.98,38796.262322041366,116.64672960372985
DDR4-2666,36,2000,63,27980.266856947426,4.962972234083007,27976.75750562587,27983.776208268988,3.0,114.981,0.0,114.981,114.981,28656.85677691202,115.9827342657345
DDR4-2666,36,3000,63,18799.749276396025,0.9061188027586189,18799.108553646034,18800.389999146017,3.0,114.981,0.0,114.981,114.981,18473.277175201714,115.61009324009322
DDR4-2666,36,5000,63,11380.646452214693,5.8163136706132335,11376.533697376693,11384.75920705269,3.0,114.981,0.0,114.981,114.981,9843.374246212945,115.17331002331001
DDR4-2666,36,40000,63,1527.4654611818964,4.740940290586621,1524.1131101532221,1530.8178122105708,2.99,114.981,,114.981,114.981,3537.073549977067,114.44511655011655
DDR4-2666,36,40000,63,1527.4654611818964,4.740940290586621,1524.1131101532221,1530.8178122105708,3.0,114.981,0.0,114.981,114.981,324.3006465255312,113.19824475524479
DDR4-2666,36,100000,63,678.3416407268439,2.8635041888883,676.316837496925,680.366443956763,3.0,109.98200000000001,0.0,109.982,109.982,974.9810958896996,111.20542657342662
DDR4-2666,38,0,63,232448.45426595313,25.08177734864572,232430.7187711057,232466.18976080057,3.0,319.88,0.0,319.88,319.88,232279.3684283493,318.6572517482516
DDR4-2666,38,5,63,232693.62764064054,55.87063826135586,232654.12113345673,232733.13414782437,2.99,329.873,0.0,329.873,329.873,232937.0090535022,329.5233636363636
DDR4-2666,38,10,63,233329.13630055948,73.3750337239432,233277.25231664348,233381.02028447547,3.0,334.869,0.0,334.869,334.869,233482.90053389236,338.6891258741259
DDR4-2666,38,15,63,234116.92315387313,70.60475160013054,234066.99805523266,234166.84825251356,3.0,344.862,0.0,344.862,344.862,233926.6312575968,346.2185862470863
DDR4-2666,38,20,63,234376.59097045613,43.460501544804536,234345.8597551,234407.32218581223,3.0,354.854,0.0,354.854,354.854,234277.7896126926,352.1757925407926
DDR4-2666,38,25,63,234557.79452577498,18.18053267971488,234544.93894783157,234570.6501037184,3.0,359.85099999999994,0.0,359.851,359.851,234545.96398725716,356.62479254079335
DDR4-2666,38,30,63,234760.4871004639,72.04038655755092,234709.54685460977,234811.42734631806,3.0,359.85099999999994,0.0,359.851,359.851,234771.9441328555,359.50149184149257
DDR4-2666,38,35,63,234802.72334710334,67.77548187974598,234754.79884426796,234850.6478499387,3.0,359.85099999999994,0.0,359.851,359.851,234898.9918001912,361.9589137529145
DDR4-2666,38,40,63,234898.78525263874,97.79775478172206,234829.63179704777,234967.93870822972,3.0,359.85099999999994,0.0,359.851,359.851,234935.05749654895,361.6329370629378
DDR4-2666,38,45,63,234953.63292238023,75.7318635902538,234900.0824080837,235007.1834366768,3.0,359.85099999999994,0.0,359.851,359.851,234958.78264034473,359.874438228439
DDR4-2666,38,50,63,235030.69079497573,69.03715478510284,234981.87415467334,235079.5074352781,3.0,359.85099999999994,0.0,359.851,359.851,234948.03187391843,357.8479020979029
DDR4-2666,38,55,63,235004.89155038111,61.76655991066822,234961.21599701772,235048.5671037445,3.0,359.85099999999994,0.0,359.851,359.851,234886.38760126772,355.8912657342665
DDR4-2666,38,60,63,234711.39139974676,80.8749471441372,234654.20417619304,234768.5786233005,3.0,349.859,0.0,349.859,349.859,234799.4644262942,353.8181375291383
DDR4-2666,38,65,63,234675.50605641067,80.6518173609003,234618.47660943976,234732.5355033816,3.0,349.858,0.0,349.858,349.858,234724.65895654543,352.2806153846161
DDR4-2666,38,70,63,234629.50215618694,17.801606338079747,234616.91451962927,234642.0897927446,3.0,349.858,0.0,349.858,349.858,234671.63935035068,350.9878531468539
DDR4-2666,38,80,63,234503.20682514418,80.66061357061864,234446.17115831375,234560.24249197464,3.0,349.858,0.0,349.858,349.858,235816.15663980617,357.3126410256418
DDR4-2666,38,90,63,234542.80674598363,21.00052266290472,234527.95713400023,234557.65635796703,3.0,349.858,0.0,349.858,349.858,235747.7238609233,354.6340256410265
DDR4-2666,38,100,63,234672.98735225486,112.20794224816761,234593.6443553882,234752.33034912153,3.0,349.858,0.0,349.858,349.858,234386.10126121846,344.5823776223784
DDR4-2666,38,120,63,234484.78884587216,139.04231427704698,234386.47108257498,234583.1066091693,3.0,344.863,0.0,344.863,344.863,232469.24877693807,328.16004662004735
DDR4-2666,38,140,63,234182.7546662321,84.89647641349855,234122.72379206127,234242.78554040293,3.0,339.866,0.0,339.866,339.866,230353.37689484487,306.91541025641095
DDR4-2666,38,160,63,219649.7244466415,5.5803696696304135,219645.77852940658,219653.67036387642,3.0,244.927,0.0,244.927,244.927,225877.39122561968,279.9393752913759
DDR4-2666,38,180,63,216029.44646389794,54.53406702823225,215990.8850552966,216068.00787249926,3.0,234.932,0.0,234.932,234.932,218471.3910549501,249.43292307692363
DDR4-2666,38,200,63,212970.22940903838,34.9090474717134,212945.54498484635,212994.91383323038,3.0,224.938,0.0,224.938,224.938,207922.80059169466,218.4710233100238
DDR4-2666,38,220,63,201847.82151651548,93.66684247397008,201781.5890570298,201914.05397600116,3.0,199.949,0.0,199.949,199.949,195342.8488326491,193.82214219114263
DDR4-2666,38,260,63,178819.56376570245,96.03388332395731,178751.6575555804,178887.4699758245,3.0,169.962,0.0,169.962,169.962,181109.02078296122,171.03483682983722
DDR4-2666,38,300,63,161797.42426683585,47.26528182536956,161764.00266554242,161830.84586812925,3.0,154.967,0.0,154.967,154.967,164978.74855776838,158.8349137529141
DDR4-2666,38,340,63,145518.44527294225,40.28188313182975,145489.9616802208,145546.92886566374,3.0,144.971,0.0,144.971,144.971,146788.26166088032,142.51238228438262
DDR4-2666,38,380,63,131846.38322270033,43.84846336795349,131815.37767690825,131877.38876849244,3.0,139.973,0.0,139.973,139.973,128627.55652881312,131.12951048951078
DDR4-2666,38,450,63,112860.55508536524,58.95061058797138,112818.8707088634,112902.23946186708,3.0,104.983,0.0,104.983,104.983,112367.22746668418,125.02426340326369
DDR4-2666,38,550,63,93601.11978137617,24.804809059022737,93583.5801326845,93618.65943006784,3.0,124.97700000000002,0.0,124.977,124.977,98474.02947828788,122.18119813519841
DDR4-2666,38,600,63,86367.2235722245,59.19972756772442,86325.36304341696,86409.08410103203,3.0,124.978,0.0,124.978,124.978,86729.00549973702,120.62001398601424
DDR4-2666,38,700,63,74658.77299603677,14.321647753895828,74648.64606179223,74668.89993028132,3.0,124.978,0.0,124.978,124.978,75858.38757684876,119.8974988344991
DDR4-2666,38,800,63,65813.65722612361,14.154991130422605,65803.64813590766,65823.66631633957,3.0,119.979,0.0,119.979,119.979,65856.42748413004,120.08389743589771
DDR4-2666,38,900,63,58777.78655409156,5.490089256861001,58773.90447474871,58781.668633434405,3.0,119.979,0.0,119.979,119.979,56875.80228305599,121.65692074592101
DDR4-2666,38,1000,63,53205.98090192849,16.80792646067057,53194.09590315047,53217.865900706514,3.0,119.979,0.0,119.979,119.979,48126.76933277682,118.19642424242448
DDR4-2666,38,1500,63,35932.42259674685,9.862132622295713,35925.44901589267,35939.39617760104,3.0,114.98,0.0,114.98,114.98,37754.78247581613,117.06622610722636
DDR4-2666,38,2000,63,27138.718232715837,14.276206729108019,27128.623430128064,27148.81303530361,3.0,114.981,0.0,114.981,114.981,27689.725931082285,116.12261538461543
DDR4-2666,38,3000,63,18256.381717876196,6.457595816825981,18251.815508083957,18260.947927668436,3.0,114.981,0.0,114.981,114.981,18383.59427717277,115.19645454545459
DDR4-2666,38,5000,63,11054.024788309052,3.7230755666669086,11051.39217632899,11056.657400289112,3.0,114.981,0.0,114.981,114.981,10267.009364156489,114.17700233100237
DDR4-2666,38,40000,63,1492.707288005648,0.4538552355661201,1492.3863638909022,1493.0282121203938,3.0,114.981,0.0,114.981,114.981,3770.5930421023804,112.9535174825175
DDR4-2666,38,100000,63,661.598601461724,1.4440655834952776,660.5774928951563,662.6197100282916,3.0,109.98200000000001,0.0,109.982,109.982,-675.0328389206406,111.41525874125874
DDR4-2666,40,0,64,232666.9948492646,40.57233738386665,232638.30587437187,232695.6838241573,3.0,319.88,0.0,319.88,319.88,232528.54530407372,317.9936503496503
DDR4-2666,40,5,64,232985.5759222172,32.33849298070564,232962.70915453718,233008.4426898972,3.0,329.874,0.0,329.874,329.874,233184.3414689063,331.93479020979026
DDR4-2666,40,10,64,233585.2985838838,31.93582678957696,233562.7165441981,233607.8806235695,3.0,339.866,0.0,339.866,339.866,233716.77351348603,342.17210722610736
DDR4-2666,40,15,64,234296.40634032537,20.03381066337446,234282.24029695228,234310.57238369843,2.99,349.859,0.0,349.859,349.859,234134.54142897885,349.2355769230771
DDR4-2666,40,20,64,234539.28198749718,46.57909344154597,234506.34559466311,234572.2183803312,3.0,354.854,0.0,354.854,354.854,234446.3452065507,353.655174825175
DDR4-2666,40,25,64,234652.97460067307,69.31121428796605,234603.96417103778,234701.98503030837,2.99,359.85099999999994,0.0,359.851,359.851,234660.88483736786,355.96087645687726
DDR4-2666,40,30,64,234801.96450400376,38.92600614172842,234774.43966109643,234829.48934691108,2.99,354.854,0.0,354.854,354.854,234810.09037393908,357.101832167833
DDR4-2666,40,35,64,234772.60626534472,35.59513780336347,234747.4367020267,234797.77582866276,2.99,354.854,0.0,354.854,354.854,234807.36666041546,357.6492517482525
DDR4-2666,40,40,64,234790.90537720214,46.14607074651419,234758.27517765216,234823.5355767521,2.99,354.854,0.0,354.854,354.854,234746.01731019747,356.414706293707
DDR4-2666,40,45,64,234680.1778158961,61.395484816413166,234636.76465224818,234723.590979544,2.99,354.854,0.0,354.854,354.854,234710.3640175208,354.5629160839169
DDR4-2666,40,50,64,234626.5184073303,157.24952365574723,234515.32620281496,234737.71061184563,2.99,354.854,0.0,354.854,354.854,234759.75321606957,352.85079020979106
DDR4-2666,40,55,64,234465.91983170266,120.6778970110629,234380.5876723868,234551.25199101854,2.99,354.855,0.0,354.855,354.855,234685.5076647866,351.2087505827514
DDR4-2666,40,60,64,234590.99030453013,184.79824375782775,234460.3182132176,234721.66239584264,2.99,344.86100000000005,0.0,344.861,344.861,234585.14546734493,349.04267832167915
DDR4-2666,40,65,64,234546.70871121806,124.9865462543531,234458.32987680452,234635.0875456316,2.99,344.86100000000005,0.0,344.861,344.861,234301.5850514453,346.59702797202874
DDR4-2666,40,70,64,234360.68251467147,79.98537899180151,234304.1243107906,234417.24071855235,2.99,344.862,0.0,344.862,344.862,233859.33703504934,343.3943496503505
DDR4-2666,40,80,64,233068.211375256,183.26832533819612,232938.62109963267,233197.80165087935,2.99,339.866,0.0,339.866,339.866,234378.8420853606,347.9840279720288
DDR4-2666,40,90,64,232741.01341275475,180.39543704274638,232613.4545759267,232868.57224958276,3.0,339.866,0.0,339.866,339.866,234033.81662634388,344.6999300699308
DDR4-2666,40,100,64,231545.86002232702,10.745610175774539,231538.26172850374,231553.4583161503,3.0,334.869,0.0,334.869,334.869,231858.4509512353,332.5633170163178
DDR4-2666,40,120,64,231077.9390380598,272.1653895719291,230885.4890454892,231270.38903063038,3.0,329.873,0.0,329.873,329.873,229276.03310500097,314.393023310024
DDR4-2666,40,140,64,230704.96468721784,130.63612182681481,230612.59099960618,230797.33837482947,3.0,329.873,0.0,329.873,329.873,226700.36006510945,292.7982610722617
DDR4-2666,40,160,64,217247.04020491836,44.47053786862526,217215.59478602844,217278.48562380826,3.0,234.932,0.0,234.932,234.932,221993.8056075563,266.45037995338055
DDR4-2666,40,180,64,209809.23710400602,38.24063397978232,209782.19689240205,209836.27731561,3.0,214.942,0.0,214.942,214.942,214268.66602585217,237.434517482518
DDR4-2666,40,200,64,209058.74719784362,134.23736160059366,208963.82704916724,209153.66734651997,3.0,214.942,0.0,214.942,214.942,203484.73618807318,209.0117622377627
DDR4-2666,40,220,64,197735.1231794352,237.2728053513023,197567.34596978014,197902.90038909027,3.0,194.952,0.0,194.952,194.952,190621.44149567204,184.56038228438268
DDR4-2666,40,260,64,174181.17374133808,169.78493629445325,174061.11766154092,174301.2298211352,3.0,164.964,0.0,164.964,164.964,176233.61791641917,166.51484615384652
DDR4-2666,40,300,64,156457.6558080995,37.49813459299458,156431.14062284693,156484.17099335202,3.0,154.968,0.0,154.968,154.968,160206.41667816663,159.01032400932436
DDR4-2666,40,340,64,140793.6862140387,109.53757665755396,140716.23145078938,140871.14097728799,3.0,144.971,0.0,144.971,144.971,142575.72027942736,148.36182517482553
DDR4-2666,40,380,64,127774.96306346427,17.621360171254963,127762.50288019344,127787.42324673508,3.0,139.973,0.0,139.973,139.973,124597.53874260964,135.82546853146883
DDR4-2666,40,450,64,109658.38994370171,1.9455958190232756,109657.01419970463,109659.76568769879,3.0,129.976,0.0,129.976,129.976,108876.26048732884,128.47329603729634
DDR4-2666,40,550,64,91121.90742151842,1.888347393458686,91120.57215827127,91123.24268476557,3.0,124.978,0.0,124.978,124.978,95629.66660208127,124.27859440559467
DDR4-2666,40,600,64,84036.21351610792,9.334367712290815,84029.61312140047,84042.81391081537,3.0,124.978,0.0,124.978,124.978,84447.94472364054,120.72487412587438
DDR4-2666,40,700,64,72793.20582715713,43.33134902269535,72762.56593642522,72823.84571788904,3.0,104.983,0.0,104.983,104.983,73235.07768269302,118.3129813519816
DDR4-2666,40,800,64,64188.80426186987,26.490233250142207,64170.07283830347,64207.535685436254,3.0,119.979,0.0,119.979,119.979,63701.97887015686,116.69320279720304
DDR4-2666,40,900,64,57394.012154573415,11.864884703317296,57385.622414141704,57402.40189500513,3.0,119.979,0.0,119.979,119.979,55978.09817762625,116.3435454545457
DDR4-2666,40,1000,64,51879.0408393087,16.11285290282045,51867.64733175685,51890.434346860544,3.0,119.979,0.0,119.979,119.979,48623.71985915623,116.14541025641051
